Hospital_ID,Hospital_Name,City,Hospital_Type,Beds,Daily_Patients,Avg_Wait_Time_Min,Contactless_Registration,Online_Appointment,Telemedicine,Digital_Health_Records,Cleanliness_Rating,Food_Service_Rating,Patient_Hospitality_Rating,CCTV_Coverage_Percentage,Security_Staff,Infection_Control_Score,Patient_Satisfaction,AI_Assisted_Services,Overall_Trend
H00995,Coimbatore Care Hospital 995,Mumbai,Private,876,674,,Yes,YES,Yes,Yes,2.6,2.1,2.8,50,191,50,3.6,Yes,Green Hospital
H00996,Jaipur Care Hospital 996,Hyderabad,,739,489,150,,No,No,No,4.9,2.6,4.4,37,42,84,4.1,Yes,Enhanced Security
H00997,Jaipur Care Hospital 997,Pune,Government,123,,100,No,YES,,Yes,2.4,,3.2,56,179,95,4.2,Yes,Green Hospital
H00998,Coimbatore Care Hospital 998,Bengaluru,Specialty,1136,902,55,yes,YES,No,Yes,3.8,4.6,,54,32,68,2.5,yes,Green Hospital
H00999,Hyderabad Care Hospital 999,Jaipur,Specialty,165,2026,66,,Yes,No,No,4.1,,3,,,79,3.3,No,AI Healthcare
H01000,Delhi Care Hospital 1000,Jaipur,Private,1191,814,60,yes,YES,Yes,No,2.5,3.4,4.3,82,159,,4.9,YES,Contactless Healthcare
H01001,Mumbai Care Hospital 1001,Mumbai,Multispeciality,276,865,47,No,NO,No,Yes,2.3,3.2,2.6,30,210,66,3.7,No,Contactless Healthcare
H01002,Jaipur Care Hospital 1002,Coimbatore,Private,616,256,37,No,No,No,Yes,2.9,2.1,,85,68,94,,YES,
H01003,Madurai Care Hospital 1003,Delhi,Government,346,1668,87,yes,YES,Yes,Yes,4.5,2.8,2.7,90,164,64,4.7,yes,Patient-Centric Care
H01004,Delhi Care Hospital 1004,Jaipur,Specialty,808,1622,60,YES,NO,No,No,3,3.1,3.3,67,56,79,2.6,Yes,Patient-Centric Care
H01005,Mumbai Care Hospital 1005,Delhi,Multispeciality,,1160,53,yes,Yes,,No,3.1,3,4.1,37,12,73,3.7,Yes,Smart Hospital
H01006,Delhi Care Hospital 1006,Bengaluru,,661,1471,98,YES,No,Yes,No,3.1,3.4,2.9,61,210,74,,,Green Hospital
H01007,Chennai Care Hospital 1007,,Multispeciality,1295,460,,No,Yes,No,Yes,3.4,2.6,4,67,72,58,3.4,No,Enhanced Security
H01008,Pune Care Hospital 1008,Jaipur,Multispeciality,802,669,60,Yes,YES,Yes,Yes,3.3,4,2.2,46,144,99,2.4,Yes,Digital Patient Care
H01009,Chennai Care Hospital 1009,Hyderabad,Multispeciality,1117,1465,108,No,Yes,No,No,3,2.4,3.6,56,147,,,,Green Hospital
H01010,Coimbatore Care Hospital 1010,Jaipur,Specialty,632,1389,145,,NO,Yes,No,4.9,4.2,,37,,84,,,Patient-Centric Care
H01011,Madurai Care Hospital 1011,Kochi,Government,376,1635,84,Yes,NO,Yes,No,4.2,2.7,4.8,43,121,65,3.5,Yes,
H01012,Mumbai Care Hospital 1012,Kochi,,607,963,81,No,Yes,No,No,2.2,4.8,3.2,49,117,78,3.3,Yes,AI Healthcare
H01013,Hyderabad Care Hospital 1013,Delhi,Specialty,,565,99,YES,NO,Yes,No,3.3,3.5,,70,203,81,,No,Digital Patient Care
H01014,Madurai Care Hospital 1014,Pune,Specialty,675,175,139,YES,YES,Yes,Yes,4.6,2.8,4.8,52,,81,3.3,yes,Patient-Centric Care
H01015,Hyderabad Care Hospital 1015,,Government,512,240,13,YES,Yes,No,Yes,3.1,,3.6,,112,78,3.5,Yes,Patient-Centric Care
H01016,Pune Care Hospital 1016,Delhi,,,1247,68,yes,NO,,No,2.9,3.5,4.7,50,23,58,3.8,YES,IoT Healthcare
H01017,Kochi Care Hospital 1017,Hyderabad,Private,546,1138,124,No,Yes,No,Yes,3.4,,4.7,78,8,58,3.7,,Patient-Centric Care
H01018,Jaipur Care Hospital 1018,Delhi,Private,1089,420,78,No,YES,No,Yes,3,2.6,3.7,100,179,78,2.9,yes,
H01019,Chennai Care Hospital 1019,Coimbatore,Multispeciality,1202,,135,yes,YES,Yes,Yes,2.1,3.8,,51,56,71,4.4,,Smart Hospital
H01020,Pune Care Hospital 1020,Chennai,Private,116,1227,66,No,NO,No,Yes,,3.7,4.8,50,51,52,4.4,yes,Smart Hospital
H01021,Hyderabad Care Hospital 1021,Kochi,Multispeciality,1435,1097,,,YES,No,No,3.2,2.7,,,42,53,2.7,No,Patient-Centric Care
H01022,Hyderabad Care Hospital 1022,Coimbatore,Multispeciality,1208,1383,,No,Yes,,Yes,3.3,2.1,,77,,58,3,,Contactless Healthcare
H01023,Mumbai Care Hospital 1023,Coimbatore,Private,304,538,144,,NO,No,Yes,4.6,4.3,3.4,,132,60,4.6,YES,AI Healthcare
H01024,Coimbatore Care Hospital 1024,,Private,485,2168,,YES,YES,No,Yes,4.8,2.9,4.5,52,186,85,2.7,yes,IoT Healthcare
H01025,Kochi Care Hospital 1025,Hyderabad,Government,412,132,22,No,No,No,No,4.4,3.3,3.1,33,,80,2.8,YES,Digital Patient Care
H01026,Hyderabad Care Hospital 1026,Delhi,,569,,33,yes,NO,Yes,No,2.4,4.8,4.6,47,172,59,3.7,No,
H01027,Kochi Care Hospital 1027,Hyderabad,,259,,144,,,Yes,Yes,3.9,3.6,,71,194,71,2.8,Yes,Patient-Centric Care
H01028,Madurai Care Hospital 1028,Pune,Multispeciality,1187,1387,136,YES,Yes,Yes,,2.2,3,4.8,40,90,79,2.5,YES,
H01029,Kochi Care Hospital 1029,Jaipur,Multispeciality,1166,515,85,YES,No,No,Yes,2.4,4.8,2.5,41,112,68,,Yes,
H01030,Hyderabad Care Hospital 1030,Bengaluru,Private,874,1737,37,yes,No,Yes,Yes,2.2,4.7,2.7,96,84,51,4.5,YES,Enhanced Security
H01031,Bengaluru Care Hospital 1031,Hyderabad,Multispeciality,1469,290,16,yes,Yes,No,Yes,4.1,3.6,,32,,62,4.4,No,Enhanced Security
H01032,Mumbai Care Hospital 1032,Chennai,Multispeciality,153,1317,126,Yes,NO,Yes,Yes,3.9,3.3,2.7,92,26,69,3.4,YES,Enhanced Security
H01033,Kochi Care Hospital 1033,Coimbatore,Private,224,737,,No,YES,No,Yes,3.6,,2.6,31,41,53,3.6,No,Smart Hospital
H01034,Pune Care Hospital 1034,Hyderabad,Private,867,493,29,YES,No,Yes,No,,4.9,2.5,55,192,74,2.9,Yes,AI Healthcare
H01035,Chennai Care Hospital 1035,Chennai,Government,,1975,137,No,,Yes,Yes,2.2,3,3.3,,201,87,4.7,YES,Smart Hospital
H01036,Pune Care Hospital 1036,Madurai,Private,,1598,125,yes,,No,,3.3,3.5,3.3,75,173,88,2.1,,Contactless Healthcare
H01037,Jaipur Care Hospital 1037,Coimbatore,Specialty,118,588,56,YES,,Yes,No,3,4.6,4.7,76,113,67,3.9,yes,IoT Healthcare
H01038,Coimbatore Care Hospital 1038,Chennai,Multispeciality,1021,959,41,YES,No,No,Yes,,2.3,4.7,43,39,57,3.8,Yes,Patient-Centric Care
H01039,Delhi Care Hospital 1039,Mumbai,Private,284,1266,78,YES,YES,No,Yes,,2.1,4.9,30,59,86,3.7,yes,Green Hospital
H01040,Kochi Care Hospital 1040,Madurai,Private,414,,115,Yes,Yes,No,No,4,3.3,4.7,58,105,99,,YES,Patient-Centric Care
H01041,Bengaluru Care Hospital 1041,Delhi,Government,460,,91,YES,Yes,Yes,No,2.8,4.2,2.3,62,6,75,4.2,yes,AI Healthcare
H01042,Madurai Care Hospital 1042,Delhi,Specialty,825,351,20,YES,YES,No,,2.1,4.1,3.4,65,75,69,2.4,No,Patient-Centric Care
H01043,Delhi Care Hospital 1043,Pune,Government,138,782,44,Yes,Yes,Yes,Yes,4.8,2.3,4.6,35,,76,4.2,No,Smart Hospital
H01044,Pune Care Hospital 1044,Madurai,Specialty,670,2125,46,Yes,No,Yes,No,3.6,3.9,4.8,85,216,60,2.6,yes,Digital Patient Care
H01045,Jaipur Care Hospital 1045,Chennai,Specialty,339,1075,87,YES,NO,No,No,4.4,2.8,4.6,71,201,59,4,Yes,Enhanced Security
H01046,Coimbatore Care Hospital 1046,Coimbatore,Government,189,228,98,No,No,Yes,,4.4,4,4.8,38,161,71,3.3,yes,Digital Patient Care
H01047,Pune Care Hospital 1047,Bengaluru,Government,1181,343,49,yes,Yes,Yes,No,3.7,3.2,2.2,46,186,73,4.9,YES,
H01048,Hyderabad Care Hospital 1048,Hyderabad,Multispeciality,1150,1979,,yes,NO,No,Yes,4.1,2.6,5,39,128,52,2.5,,Green Hospital
H01049,Delhi Care Hospital 1049,Mumbai,Specialty,,1722,58,yes,No,,Yes,4.2,2.4,4.9,66,166,79,2.2,yes,IoT Healthcare
H01050,Mumbai Care Hospital 1050,Hyderabad,Multispeciality,1469,671,43,Yes,NO,Yes,Yes,4.2,2.6,4.7,76,,51,2.2,Yes,Green Hospital
H01051,Coimbatore Care Hospital 1051,,Government,1294,400,13,YES,No,Yes,No,4.6,2.5,,33,5,81,3.3,YES,Contactless Healthcare
H01052,Mumbai Care Hospital 1052,Mumbai,Multispeciality,921,104,23,yes,YES,No,Yes,4,3.6,4.8,47,103,89,4.5,Yes,Digital Patient Care
H01053,Kochi Care Hospital 1053,Coimbatore,Multispeciality,1310,1548,50,No,NO,,No,,4.6,3.2,67,86,69,,No,
H01054,Madurai Care Hospital 1054,Mumbai,Specialty,993,1320,63,No,YES,Yes,Yes,4.9,4,2.7,61,191,60,,No,Green Hospital
H01055,Bengaluru Care Hospital 1055,Chennai,,299,471,82,yes,YES,Yes,No,2.9,2.9,3.1,67,211,97,2.1,yes,Green Hospital
H01056,Chennai Care Hospital 1056,Madurai,,580,1526,42,No,No,Yes,Yes,2.5,3.8,2.9,54,159,95,3.2,yes,Patient-Centric Care
H01057,Chennai Care Hospital 1057,,Specialty,404,188,92,Yes,,No,Yes,3.5,4.3,4.3,46,,94,2.3,No,Digital Patient Care
H01058,Pune Care Hospital 1058,,Specialty,,904,82,No,No,Yes,Yes,4.6,4.2,4.3,49,166,60,2.3,Yes,Patient-Centric Care
H01059,Pune Care Hospital 1059,Hyderabad,Specialty,1246,1900,111,No,Yes,Yes,,2.7,2,3.9,62,141,96,4.8,yes,Smart Hospital
H01060,Madurai Care Hospital 1060,Pune,Private,1137,1538,117,No,NO,No,No,2.5,3.5,,47,188,61,3.2,Yes,IoT Healthcare
H01061,Jaipur Care Hospital 1061,Coimbatore,,1267,1092,125,,YES,No,,2.9,3.6,,,39,64,4.3,No,IoT Healthcare
H01062,Jaipur Care Hospital 1062,Delhi,Multispeciality,779,284,,YES,NO,No,No,4.2,4.5,3.4,92,,67,3.2,YES,Patient-Centric Care
H01063,Coimbatore Care Hospital 1063,Jaipur,Private,278,137,70,No,No,No,Yes,3.9,3.5,3.5,79,31,52,4,yes,AI Healthcare
H01064,Chennai Care Hospital 1064,Madurai,Government,1297,1917,89,yes,YES,No,No,3.7,4.3,4.7,83,,56,2.7,Yes,Patient-Centric Care
H01065,Madurai Care Hospital 1065,Mumbai,Government,1362,,118,Yes,No,,Yes,2.5,4.8,,70,158,58,,No,Contactless Healthcare
H01066,Jaipur Care Hospital 1066,Kochi,,,1476,147,YES,YES,Yes,No,3.1,3.7,2.2,39,62,82,4.9,YES,Contactless Healthcare
H01067,Delhi Care Hospital 1067,Bengaluru,Multispeciality,485,265,45,yes,Yes,No,No,3.2,4.6,2.3,40,12,73,2.5,No,
H01068,Mumbai Care Hospital 1068,Pune,,556,173,108,No,,Yes,,4.8,2.3,2.7,62,76,92,2.9,No,Digital Patient Care
H01069,Pune Care Hospital 1069,Kochi,Private,1374,1966,149,YES,NO,Yes,No,2.9,2.9,2.7,42,207,,4.7,Yes,Smart Hospital
H01070,Delhi Care Hospital 1070,,Specialty,,1241,13,No,Yes,,No,3.2,4.4,4.9,40,54,64,4.4,yes,AI Healthcare
H01071,Madurai Care Hospital 1071,Jaipur,,1336,2145,96,,NO,Yes,No,3.1,3.8,2,57,14,97,3.6,YES,Patient-Centric Care
H01072,Hyderabad Care Hospital 1072,Chennai,Multispeciality,586,1017,106,No,No,,No,2.8,,4.5,30,158,60,3.2,Yes,AI Healthcare
H01073,Madurai Care Hospital 1073,Delhi,,187,1440,,YES,Yes,Yes,No,2.5,3.1,5,47,93,94,4.1,No,IoT Healthcare
H01074,Chennai Care Hospital 1074,Mumbai,Specialty,580,1812,121,No,NO,Yes,No,4.2,,4.6,40,100,80,4,yes,AI Healthcare
H01075,Madurai Care Hospital 1075,Pune,Multispeciality,855,1280,115,Yes,No,Yes,No,2.2,4.5,4.9,46,47,64,3.9,YES,Enhanced Security
H01076,Delhi Care Hospital 1076,Pune,Specialty,848,764,114,yes,NO,No,No,4.6,4.4,2.4,91,12,70,2.1,yes,AI Healthcare
H01077,Delhi Care Hospital 1077,Jaipur,Multispeciality,1450,829,40,Yes,,No,Yes,2.2,2.7,4.5,,85,,2.8,No,
H01078,Chennai Care Hospital 1078,Kochi,Specialty,1045,1268,37,yes,No,Yes,Yes,2.7,2.2,4.8,42,,64,3.8,Yes,Digital Patient Care
H01079,Kochi Care Hospital 1079,,Private,1390,2024,56,YES,,No,Yes,4.6,2.9,,55,,72,2.5,yes,Green Hospital
H01080,Bengaluru Care Hospital 1080,Jaipur,,1392,70,150,,NO,Yes,,4.3,2.7,3.5,54,46,96,4,No,
H01081,Mumbai Care Hospital 1081,Pune,Specialty,1369,534,83,YES,No,Yes,Yes,3.1,2.9,4.5,94,,85,,yes,Contactless Healthcare
H01082,Bengaluru Care Hospital 1082,Kochi,,316,1422,82,YES,No,Yes,,4.7,3,4.2,53,134,98,4.5,YES,Green Hospital
H01083,Mumbai Care Hospital 1083,Madurai,Government,984,1220,138,No,,Yes,Yes,3.8,2.5,4.3,75,,67,3.8,yes,AI Healthcare
H01084,Kochi Care Hospital 1084,Madurai,Government,240,86,126,YES,NO,No,Yes,4.6,3.3,4.2,43,26,94,,,Smart Hospital
H01085,Bengaluru Care Hospital 1085,Bengaluru,Specialty,93,72,127,Yes,No,Yes,No,2.5,2.2,2.5,46,143,66,3.5,YES,
H01086,Madurai Care Hospital 1086,Delhi,Private,961,142,5,YES,YES,,No,2.6,4.7,3.9,44,152,68,2.4,YES,Contactless Healthcare
H01087,Delhi Care Hospital 1087,Pune,Specialty,1196,764,57,Yes,YES,Yes,No,2.5,3.7,3.3,97,50,,2.4,No,Patient-Centric Care
H01088,Madurai Care Hospital 1088,Pune,Specialty,140,1571,8,No,No,No,,5,3.5,2.4,92,75,,4.4,YES,AI Healthcare
H01089,Delhi Care Hospital 1089,Mumbai,Private,,747,10,YES,Yes,No,Yes,3.8,3.7,2.7,35,80,,3,yes,IoT Healthcare
H01090,Pune Care Hospital 1090,Chennai,Private,1360,670,,,No,Yes,,4.7,2.2,3.9,98,48,54,4.3,YES,Digital Patient Care
H01091,Delhi Care Hospital 1091,Kochi,Government,311,764,6,YES,No,No,Yes,,3.3,4.2,96,168,61,2.2,No,Green Hospital
H01092,Bengaluru Care Hospital 1092,Pune,Private,154,1471,10,Yes,Yes,No,No,3.1,2.3,3.3,48,95,86,3,Yes,Smart Hospital
H01093,Jaipur Care Hospital 1093,,Multispeciality,559,612,47,yes,NO,No,Yes,3.2,3.9,4.4,32,207,100,,,Contactless Healthcare
H01094,Kochi Care Hospital 1094,Chennai,Specialty,180,294,106,yes,No,Yes,,4.2,3,2.1,52,211,71,4.4,yes,Digital Patient Care
H01095,Pune Care Hospital 1095,Pune,Government,272,787,61,yes,YES,No,Yes,3.6,,3.1,51,54,80,4.8,yes,Digital Patient Care
H01096,Coimbatore Care Hospital 1096,Kochi,Specialty,288,1948,103,Yes,YES,Yes,Yes,2.5,2.5,2.3,90,17,89,3.2,Yes,
H01097,Pune Care Hospital 1097,Jaipur,Multispeciality,667,133,54,No,Yes,No,Yes,4.9,2,2.9,78,210,75,3.1,,
H01098,Madurai Care Hospital 1098,Kochi,Private,1459,411,136,,Yes,Yes,Yes,3,4.7,2.2,83,191,81,,yes,Green Hospital
H01099,Pune Care Hospital 1099,,Multispeciality,1450,1715,91,,No,Yes,,4.6,4.4,2.5,50,31,100,3,,AI Healthcare
H01100,Kochi Care Hospital 1100,,Specialty,787,609,30,No,YES,,No,4.9,2.4,2.8,51,179,72,3.8,Yes,IoT Healthcare
H01101,Hyderabad Care Hospital 1101,Kochi,Specialty,356,336,64,yes,Yes,Yes,Yes,2.1,4.4,2.9,46,61,,2.5,No,Contactless Healthcare
H01102,Madurai Care Hospital 1102,Kochi,Multispeciality,,1098,14,Yes,Yes,No,No,2.9,4,4.4,33,150,62,3.8,yes,Enhanced Security
H01103,Chennai Care Hospital 1103,Coimbatore,Government,1438,,67,YES,,No,No,2.2,3.7,3.7,54,183,74,4.2,,Patient-Centric Care
H01104,Jaipur Care Hospital 1104,Kochi,Specialty,1230,1383,18,yes,Yes,Yes,Yes,,4.4,4.1,80,,98,4.4,Yes,Smart Hospital
H01105,Jaipur Care Hospital 1105,Mumbai,Government,293,1771,24,yes,Yes,Yes,No,4.2,2.1,4.6,88,126,92,3.8,yes,Enhanced Security
H01106,Kochi Care Hospital 1106,Jaipur,Multispeciality,,1709,6,,NO,,Yes,4.2,4.6,3.6,69,79,81,4.7,YES,Green Hospital
H01107,Coimbatore Care Hospital 1107,Madurai,Multispeciality,139,1166,92,YES,No,Yes,Yes,4.3,,3,83,103,71,4.1,YES,Contactless Healthcare
H01108,Chennai Care Hospital 1108,Delhi,Government,148,656,115,YES,NO,,Yes,4.8,3,4.2,33,215,63,3.7,yes,AI Healthcare
H01109,Coimbatore Care Hospital 1109,Coimbatore,Private,380,1941,129,yes,NO,Yes,No,,3.1,3.2,,103,72,4.5,Yes,Green Hospital
H01110,Madurai Care Hospital 1110,Jaipur,Private,660,1275,75,No,Yes,No,Yes,2.6,3.7,4.4,78,159,82,4.1,,Smart Hospital
H01111,Chennai Care Hospital 1111,,Specialty,127,499,114,,NO,Yes,Yes,2.9,3.3,2.9,93,207,81,3.1,yes,IoT Healthcare
H01112,Hyderabad Care Hospital 1112,Bengaluru,Multispeciality,1052,1895,100,YES,NO,Yes,,4.3,4.1,2.6,85,125,86,3.9,No,IoT Healthcare
H01113,Delhi Care Hospital 1113,,Government,958,957,134,No,Yes,No,,3.4,2.2,3.2,64,143,98,2.1,YES,Green Hospital
H01114,Bengaluru Care Hospital 1114,Hyderabad,Private,297,,23,,No,No,Yes,3.4,3.6,2.5,38,99,80,2.2,yes,
H01115,Mumbai Care Hospital 1115,Bengaluru,Private,1421,1790,11,YES,Yes,No,Yes,4.5,2.4,4.7,85,,90,3.2,yes,IoT Healthcare
H01116,Coimbatore Care Hospital 1116,Coimbatore,Specialty,367,1978,,yes,Yes,No,No,3.5,3.6,4.1,39,215,78,2.9,YES,
H01117,Pune Care Hospital 1117,Delhi,Specialty,165,704,133,Yes,,,Yes,2,3.9,4.3,41,16,83,4.8,,AI Healthcare
H01118,Hyderabad Care Hospital 1118,,Specialty,1229,,113,No,,Yes,Yes,2.9,3.2,3.1,39,,100,,Yes,Digital Patient Care
H01119,Bengaluru Care Hospital 1119,Delhi,Private,679,475,79,yes,NO,Yes,Yes,3.6,,3.2,83,29,68,4.7,Yes,Patient-Centric Care
H01120,Madurai Care Hospital 1120,Bengaluru,Specialty,,744,,YES,YES,Yes,No,2.4,4.3,3.6,58,43,75,4,Yes,Digital Patient Care
H01121,Pune Care Hospital 1121,Bengaluru,Private,80,1927,115,yes,No,No,,3,3.9,4.2,77,107,87,2.4,Yes,Green Hospital
H01122,Pune Care Hospital 1122,Kochi,Specialty,,1676,,,No,No,No,4.6,,4.9,93,163,52,3.2,No,AI Healthcare
H01123,Hyderabad Care Hospital 1123,,,1227,672,73,yes,,No,No,3,4.5,4,93,135,85,2.2,yes,Contactless Healthcare
H01124,Bengaluru Care Hospital 1124,Madurai,Private,479,1144,104,Yes,NO,No,No,4.4,2.8,3.9,99,201,63,3.3,YES,Enhanced Security
H01125,Chennai Care Hospital 1125,Mumbai,Specialty,774,1267,111,yes,Yes,Yes,Yes,3.9,3.9,,,169,88,4.5,yes,Green Hospital
H01126,Bengaluru Care Hospital 1126,,Multispeciality,524,1071,44,Yes,NO,Yes,No,3.9,3.8,3.7,54,,100,,yes,Digital Patient Care
H01127,Hyderabad Care Hospital 1127,Kochi,,1241,1825,72,yes,YES,No,Yes,2.1,4.9,4.5,92,104,65,3.1,Yes,Enhanced Security
H01128,Chennai Care Hospital 1128,Hyderabad,Multispeciality,164,1090,12,YES,YES,No,Yes,3.8,3.1,4,46,187,55,4,YES,Green Hospital
H01129,Mumbai Care Hospital 1129,Pune,Specialty,983,129,,yes,,,Yes,4.5,2.9,4.4,69,113,66,4.4,No,Green Hospital
H01130,Mumbai Care Hospital 1130,Bengaluru,,,,42,No,YES,No,Yes,3.5,,4.6,77,62,93,2.3,Yes,Enhanced Security
H01131,Madurai Care Hospital 1131,Hyderabad,Specialty,363,1559,35,No,No,No,No,3.9,3.3,3.2,95,121,65,2.7,yes,Contactless Healthcare
H01132,Jaipur Care Hospital 1132,Hyderabad,Government,970,459,,yes,NO,Yes,No,3.7,4.8,,44,146,98,2.6,yes,Enhanced Security
H01133,Chennai Care Hospital 1133,,,1212,169,63,YES,No,Yes,Yes,,2.5,3.3,74,83,50,4.8,yes,Contactless Healthcare
H01134,Delhi Care Hospital 1134,,Specialty,684,513,101,Yes,NO,No,Yes,4.5,2.3,3.3,65,102,78,4.6,YES,AI Healthcare
H01135,Mumbai Care Hospital 1135,Pune,Specialty,302,812,140,,Yes,Yes,,4.3,2.2,,70,212,84,2.2,No,AI Healthcare
H01136,Chennai Care Hospital 1136,Mumbai,Private,283,64,127,,NO,No,No,3.8,2.8,3,31,192,90,3.7,No,Patient-Centric Care
H01137,Coimbatore Care Hospital 1137,Kochi,Private,485,445,118,No,Yes,No,Yes,2.3,2.2,4.7,83,109,85,4.9,,AI Healthcare
H01138,Madurai Care Hospital 1138,Coimbatore,Private,847,1118,121,yes,YES,Yes,No,2.1,4.8,2,95,132,59,3.7,yes,Enhanced Security
H01139,Delhi Care Hospital 1139,Coimbatore,Private,179,265,45,Yes,No,No,Yes,2.7,2.3,3.3,49,7,96,3.4,yes,Patient-Centric Care
H01140,Bengaluru Care Hospital 1140,Chennai,Private,931,,116,Yes,NO,Yes,Yes,3.1,2.8,3.3,81,59,87,2.6,Yes,Contactless Healthcare
H01141,Kochi Care Hospital 1141,Mumbai,Multispeciality,1216,,60,Yes,YES,Yes,Yes,3.2,4.6,3,60,205,80,4.2,yes,IoT Healthcare
H01142,Delhi Care Hospital 1142,Bengaluru,Private,675,1919,147,No,Yes,,,4.6,2.2,3.8,43,139,94,2.4,YES,AI Healthcare
H01143,Kochi Care Hospital 1143,Chennai,Government,767,1335,122,,YES,Yes,Yes,4.7,4.9,5,66,89,77,2.2,Yes,AI Healthcare
H01144,Madurai Care Hospital 1144,Coimbatore,Multispeciality,1256,953,119,yes,Yes,Yes,No,3.3,4.2,3.9,44,17,61,2.8,No,Green Hospital
H01145,Bengaluru Care Hospital 1145,Hyderabad,Multispeciality,1434,1035,,Yes,No,No,Yes,,4.7,2.5,93,203,94,5,YES,Contactless Healthcare
H01146,Coimbatore Care Hospital 1146,Chennai,Specialty,,1535,8,Yes,NO,Yes,No,,3.9,3,45,210,99,3.7,,AI Healthcare
H01147,Kochi Care Hospital 1147,,Government,660,271,24,yes,NO,Yes,Yes,2.3,2.7,2.8,94,151,56,3.3,Yes,Contactless Healthcare
H01148,Madurai Care Hospital 1148,,Multispeciality,620,556,148,Yes,,,Yes,3.6,4.8,4,,21,58,3.4,YES,Patient-Centric Care
H01149,Kochi Care Hospital 1149,Delhi,Private,617,1703,68,yes,,No,Yes,2.7,3.3,2.9,92,172,81,3.5,Yes,Digital Patient Care
H01150,Chennai Care Hospital 1150,Madurai,,514,779,28,YES,,Yes,No,4.8,,4.7,90,5,69,3.5,,Contactless Healthcare
H01151,Chennai Care Hospital 1151,Delhi,Government,855,1018,79,No,NO,No,No,,,3,36,68,88,2.5,yes,Enhanced Security
H01152,Chennai Care Hospital 1152,Kochi,,952,1463,85,No,NO,No,No,3.3,4.6,3.6,80,71,80,4.1,Yes,Digital Patient Care
H01153,Bengaluru Care Hospital 1153,Chennai,Government,975,1511,145,yes,No,Yes,Yes,4.2,4.3,,71,43,58,3,Yes,Enhanced Security
H01154,Bengaluru Care Hospital 1154,Madurai,Specialty,106,1296,149,Yes,No,No,Yes,3,4.2,2.9,33,209,76,4.6,No,
H01155,Bengaluru Care Hospital 1155,Chennai,Private,1385,1840,83,No,,No,Yes,2.2,2.7,2.6,53,19,63,,YES,Smart Hospital
H01156,Chennai Care Hospital 1156,Pune,Private,1072,2168,20,YES,Yes,,No,4.5,4.6,,37,,98,3.1,No,Contactless Healthcare
H01157,Chennai Care Hospital 1157,Coimbatore,Multispeciality,186,578,42,YES,Yes,No,No,4.3,3.7,4.4,88,74,66,2.6,YES,Contactless Healthcare
H01158,Chennai Care Hospital 1158,Delhi,Specialty,298,1117,104,yes,,No,,3.7,3.2,2.5,82,200,63,4.8,Yes,Green Hospital
H01159,Madurai Care Hospital 1159,Bengaluru,Multispeciality,116,,71,YES,Yes,Yes,No,4.1,4.8,,76,173,89,4.1,No,Enhanced Security
H01160,Hyderabad Care Hospital 1160,Jaipur,Private,709,1879,46,yes,NO,No,Yes,4.1,4.3,3.4,,183,,3.9,No,IoT Healthcare
H01161,Coimbatore Care Hospital 1161,Madurai,Multispeciality,1020,223,19,YES,Yes,,Yes,4,4.4,3.4,53,182,77,3.2,No,Digital Patient Care
H01162,Kochi Care Hospital 1162,Mumbai,Government,,1045,70,,NO,No,No,2.8,2.3,3.4,86,191,52,3.6,No,Green Hospital
H01163,Chennai Care Hospital 1163,Pune,Multispeciality,810,,91,No,Yes,No,Yes,2.1,4.3,3.6,,206,73,4,yes,IoT Healthcare
H01164,Madurai Care Hospital 1164,Delhi,Government,707,1062,112,YES,YES,Yes,Yes,3.4,2.8,,77,151,91,4.5,Yes,Enhanced Security
H01165,Hyderabad Care Hospital 1165,Jaipur,Specialty,346,328,150,No,NO,No,No,4.5,4.9,4.9,67,132,78,3.3,yes,AI Healthcare
H01166,Pune Care Hospital 1166,Hyderabad,Specialty,1179,995,75,,NO,No,Yes,2.7,2.4,3.3,81,106,64,4.8,No,Green Hospital
H01167,Mumbai Care Hospital 1167,Chennai,Specialty,1162,,13,No,,No,Yes,4.4,3.9,,,78,89,3.8,No,Green Hospital
H01168,Chennai Care Hospital 1168,Mumbai,Specialty,603,50,56,No,Yes,Yes,No,2.5,3.3,4.9,35,106,,2.8,,Patient-Centric Care
H01169,Coimbatore Care Hospital 1169,,Multispeciality,1410,1865,88,No,NO,Yes,No,4.7,3.6,4.8,75,99,92,3.2,yes,Enhanced Security
H01170,Madurai Care Hospital 1170,Hyderabad,,513,731,131,No,Yes,No,No,4.4,4.6,3.5,76,110,86,2,No,AI Healthcare
H01171,Chennai Care Hospital 1171,Hyderabad,Private,,491,65,yes,YES,No,No,2.5,3.8,3.1,73,201,,5,Yes,Contactless Healthcare
H01172,Jaipur Care Hospital 1172,,Multispeciality,,1986,137,yes,YES,Yes,Yes,3,4.7,3.2,81,58,63,4,No,Smart Hospital
H01173,Pune Care Hospital 1173,Pune,Specialty,1252,1083,92,Yes,Yes,No,No,4.5,3.3,3.7,97,215,83,4.8,yes,Contactless Healthcare
H01174,Madurai Care Hospital 1174,Hyderabad,Private,832,1235,105,Yes,YES,No,No,4.9,3.1,3.3,37,214,77,3,yes,IoT Healthcare
H01175,Chennai Care Hospital 1175,,Multispeciality,373,258,76,YES,Yes,No,Yes,3.6,,4.1,42,190,80,,yes,Patient-Centric Care
